"","target","Gender","EngineHP","credit_history","Years_Experience","annual_claims","Marital_Status","Vehical_type","Miles_driven_annually","size_of_family","Age_bucket","credit_history_bucket","State"
"8366",1,"M",265,638,1,2,"Married","Car",46663,3,"18-27","Fair","OR"
"8367",1,"F",127,725,11,0,"Married","Truck",5036,4,">40","Good","CT"
"8368",1,"M",319,517,2,0,"Married","Van",68726,1,"<18","Very Poor","VT"
"8369",0,"F",141,688,9,1,"Married","Truck",61475,4,"18-27","Good","NJ"
"8370",0,"M",94,791,25,0,"Married","Van",7577,5,">40","Very Good","NM"
"8371",1,"F",99,695,19,0,"Married","Car",14257,6,">40","Good","CA"
"8372",1,"F",306,632,8,0,"Single","Truck",11254,7,"35-40","Fair","NJ"
"8373",1,"F",82,729,13,1,"Married","Car",76392,6,">40","Good","IN"
"8374",0,"F",662,730,3,0,"Married","Car",16062,8,"<18","Good","NJ"
"8375",0,"F",143,754,16,0,"Married","Truck",14799,2,">40","Very Good","NJ"
"8376",1,"F",86,735,33,0,"Married","Car",9398,2,">40","Good","CT"
"8377",1,"F",416,659,5,2,"Single","Truck",12276,3,"35-40","Fair","NJ"
"8378",1,"F",145,771,15,1,"Married","Car",11453,8,"35-40","Very Good","WV"
"8379",0,"F",175,687,6,0,"Married","Car",82835,2,"18-27","Good","ME"
"8380",1,"F",98,691,13,1,"Married","Car",13050,3,"28-34","Good","NY"
"8381",1,"F",154,784,28,0,"Married","Car",7710,6,">40","Very Good","CT"
"8382",1,"F",275,652,5,0,"Single","Truck",13330,3,"35-40","Fair","NV"
"8383",1,"F",103,680,13,0,"Married","Car",15696,6,">40","Good","KY"
"8384",1,"M",155,646,2,3,"Single","Car",25011,4,"18-27","Fair","CT"
"8385",1,"F",130,750,33,1,"Married","Truck",13691,5,">40","Very Good","ME"
"8386",1,"F",126,753,11,0,"Single","Car",5075,6,">40","Very Good","CT"
"8387",1,"M",96,704,25,0,"Single","Utility",6542,6,">40","Good","NY"
"8388",1,"M",157,717,14,4,"Single","Utility",5629,3,"35-40","Good","NJ"
"8389",1,"F",115,766,13,0,"Single","Car",9690,7,">40","Very Good","VT"
"8390",1,"F",143,762,14,0,"Married","Car",21694,5,">40","Very Good","NY"
"8391",1,"F",156,714,16,1,"Married","Car",11658,5,">40","Good","CT"
"8392",1,"M",136,748,17,0,"Married","Van",5674,2,">40","Very Good","NY"
"8393",1,"F",263,685,6,0,"Single","Car",57245,1,"18-27","Good","ND"
"8394",0,"M",460,489,3,3,"Married","Car",10206,1,"18-27","Very Poor","OR"
"8395",0,"M",135,731,18,1,"Married","Truck",8825,7,">40","Good","MN"
"8396",0,"M",81,750,33,0,"Single","Utility",11602,4,">40","Very Good","MS"
"8397",0,"M",91,761,14,1,"Single","Utility",6365,7,">40","Very Good","NJ"
"8398",1,"M",179,632,5,1,"Single","Car",10907,2,"18-27","Fair","OR"
"8399",1,"M",118,776,36,1,"Married","Van",14960,6,">40","Very Good","MI"
"8400",1,"M",158,420,3,3,"Single","Car",16001,3,"18-27","Very Poor","ME"
"8401",0,"M",473,512,2,0,"Married","Car",12642,6,"18-27","Very Poor","MT"
"8402",1,"M",143,754,20,1,"Married","Truck",9295,1,">40","Very Good","OR"
"8403",1,"M",100,702,6,3,"Married","Truck",10530,8,"35-40","Good","OR"
"8404",0,"M",122,660,7,3,"Married","Truck",94829,8,"35-40","Fair","NJ"
"8405",1,"M",85,679,19,1,"Married","Van",12183,1,"35-40","Good","OR"
"8406",1,"M",137,746,32,0,"Married","Van",6317,2,">40","Very Good","WV"
"8407",1,"F",257,638,7,1,"Single","Truck",14656,5,"35-40","Fair","IA"
"8408",0,"F",200,833,8,2,"Single","Van",23162,5,"35-40","Exceptional","CT"
"8409",1,"F",365,599,8,3,"Single","Van",10167,5,"35-40","Fair","WV"
"8410",1,"M",125,705,13,0,"Single","Utility",7458,4,">40","Good","DE"
"8411",0,"F",111,783,23,0,"Married","Car",8523,8,">40","Very Good","VT"
"8412",1,"F",111,702,18,0,"Single","Car",5989,6,">40","Good","OR"
"8413",1,"M",137,682,10,0,"Married","Van",64038,4,"18-27","Good","AK"
"8414",0,"M",125,444,8,3,"Married","Truck",12935,5,"35-40","Very Poor","LA"
"8415",1,"M",94,586,7,3,"Married","Truck",85950,6,"35-40","Fair","AZ"
"8416",0,"M",98,771,15,1,"Married","Van",5450,2,">40","Very Good","NY"
"8417",1,"M",92,791,22,1,"Married","Truck",12336,3,">40","Very Good","TN"
"8418",1,"M",113,747,33,0,"Married","Van",7698,3,">40","Very Good","NY"
"8419",0,"M",148,687,20,1,"Married","Van",8367,6,">40","Good","OR"
"8420",1,"F",101,765,21,1,"Married","Truck",8439,4,">40","Very Good","NJ"
"8421",1,"F",83,541,8,1,"Married","Car",79232,4,"18-27","Very Poor","LA"
"8422",1,"F",99,764,39,1,"Married","Truck",14868,2,">40","Very Good","NJ"
"8423",1,"M",88,746,34,0,"Single","Utility",5159,3,">40","Very Good","WV"
"8424",1,"M",168,644,3,0,"Single","Car",10013,1,"18-27","Fair","OR"
"8425",1,"M",134,710,5,2,"Married","Truck",11463,1,"35-40","Good","TX"
"8426",1,"F",124,776,13,0,"Married","Truck",10981,8,"28-34","Very Good","CT"
"8427",1,"F",159,747,16,0,"Married","Car",20936,1,"35-40","Very Good","CT"
"8428",1,"M",84,781,21,1,"Married","Van",14387,2,">40","Very Good","NY"
"8429",0,"M",123,686,18,0,"Married","Van",5162,3,">40","Good","OR"
"8430",1,"M",120,762,21,0,"Married","Van",10247,8,">40","Very Good","SD"
"8431",0,"F",361,607,7,2,"Single","Truck",12263,3,"35-40","Fair","CT"
"8432",1,"M",337,617,2,2,"Single","Utility",91905,7,"18-27","Fair","NJ"
"8433",1,"M",144,763,18,1,"Married","Van",13052,7,">40","Very Good","TN"
"8434",0,"F",210,679,5,2,"Single","Truck",12882,1,"35-40","Good","AL"
"8435",1,"F",159,721,40,0,"Single","Car",8537,2,">40","Good","NJ"
"8436",1,"M",199,501,5,2,"Married","Truck",13651,8,"35-40","Very Poor","NJ"
"8437",0,"F",101,776,28,0,"Married","Car",11094,5,">40","Very Good","NY"
"8438",1,"M",490,595,2,0,"Married","Car",48353,8,"18-27","Fair","NJ"
"8439",0,"F",668,679,22,3,"Married","Truck",22023,2,">40","Good","NY"
"8440",1,"M",155,762,25,1,"Single","Utility",5986,7,">40","Very Good","WV"
"8441",1,"M",158,714,26,1,"Married","Van",5808,2,">40","Good","VT"
"8442",1,"M",137,684,35,0,"Married","Van",6781,4,">40","Good","NJ"
"8443",1,"F",110,687,21,0,"Married","Car",7886,8,">40","Good","VT"
"8444",1,"M",132,767,10,0,"Married","Van",13072,6,"28-34","Very Good","NJ"
"8445",1,"M",148,786,8,1,"Married","Truck",13402,7,"18-27","Very Good","VT"
"8446",1,"F",474,697,8,2,"Single","Van",13295,2,"35-40","Good","NY"
"8447",1,"M",107,724,23,1,"Married","Truck",8487,6,">40","Good","CT"
"8448",0,"F",120,664,7,3,"Single","Truck",42383,5,"35-40","Fair","NE"
"8449",0,"F",252,505,8,3,"Single","Truck",22764,3,"35-40","Very Poor","MS"
"8450",1,"F",87,774,17,0,"Married","Truck",6890,7,"28-34","Very Good","NJ"
"8451",0,"M",340,706,10,1,"Married","Car",9306,1,"18-27","Good","NY"
"8452",0,"M",105,671,22,1,"Married","Van",14131,1,">40","Good","MA"
"8453",0,"M",285,692,8,1,"Married","Car",36872,3,"18-27","Good","IN"
"8454",1,"M",125,751,15,0,"Married","Truck",10532,7,">40","Very Good","LA"
"8455",1,"F",110,771,19,1,"Single","Car",5222,6,">40","Very Good","CT"
"8456",1,"F",255,617,6,0,"Single","Truck",14770,2,"35-40","Fair","NJ"
"8457",1,"M",89,740,13,0,"Married","Van",6855,3,">40","Very Good","CT"
"8458",0,"M",134,687,19,1,"Married","Van",13411,3,"35-40","Good","PA"
"8459",1,"F",434,493,8,2,"Single","Truck",12313,5,"35-40","Very Poor","NJ"
"8460",1,"M",156,710,9,0,"Married","Van",27698,3,"18-27","Good","UT"
"8461",0,"M",149,748,38,1,"Married","Van",11704,6,">40","Very Good","KS"
"8462",1,"M",137,744,6,1,"Married","Truck",13671,5,"28-34","Very Good","NJ"
"8463",1,"M",175,620,5,0,"Single","Car",12271,5,"18-27","Fair","NJ"
"8464",1,"M",320,542,4,3,"Married","Car",21912,4,"18-27","Very Poor","CT"
"8465",1,"M",141,738,24,0,"Married","Truck",12692,4,">40","Good","WY"
"8466",1,"F",157,679,20,1,"Married","Car",10041,1,">40","Good","NY"
"8467",1,"F",125,697,34,0,"Married","Car",5547,2,">40","Good","WV"
"8468",0,"F",90,703,11,0,"Married","Car",5600,2,">40","Good","DE"
"8469",1,"F",390,723,17,1,"Married","Car",23681,6,"28-34","Good","NJ"
"8470",0,"M",108,781,18,1,"Married","Truck",11435,1,">40","Very Good","IA"
"8471",1,"F",119,763,29,0,"Married","Truck",5883,8,">40","Very Good","IA"
"8472",1,"M",100,677,12,1,"Married","Van",7328,3,">40","Good","TX"
"8473",1,"F",149,377,5,2,"Single","Van",12227,2,"35-40","Very Poor","NJ"
"8474",1,"F",437,663,6,0,"Single","Truck",14844,6,"35-40","Fair","OR"
"8475",1,"M",152,776,4,0,"Married","Van",12632,3,"18-27","Very Good","NY"
"8476",0,"F",114,727,15,1,"Married","Truck",13789,2,">40","Good","WV"
"8477",1,"F",98,689,18,1,"Single","Car",8436,6,"35-40","Good","OR"
"8478",1,"F",150,760,14,0,"Single","Car",9407,2,">40","Very Good","WV"
"8479",0,"M",159,733,6,0,"Single","Utility",10182,1,"28-34","Good","AR"
"8480",1,"M",95,727,12,0,"Married","Utility",8721,6,">40","Good","CT"
"8481",1,"F",142,679,36,0,"Married","Truck",22176,2,">40","Good","CO"
"8482",1,"M",99,785,37,0,"Married","Van",11503,3,">40","Very Good","NY"
"8483",1,"M",153,801,11,0,"Single","Utility",7822,5,">40","Exceptional","NY"
"8484",1,"F",340,564,7,2,"Single","Truck",10070,2,"35-40","Very Poor","OR"
"8485",1,"M",140,794,11,1,"Married","Van",9524,2,">40","Very Good","NY"
"8486",0,"M",356,608,2,1,"Single","Utility",12346,5,"18-27","Fair","VT"
"8487",1,"F",298,582,8,1,"Single","Truck",13873,1,"35-40","Fair","VT"
"8488",1,"M",282,627,5,1,"Married","Car",12328,3,"18-27","Fair","CT"
"8489",1,"M",147,795,11,0,"Married","Van",12869,5,">40","Very Good","KY"
"8490",1,"F",124,699,18,1,"Married","Truck",6080,2,">40","Good","LA"
"8491",0,"F",688,701,38,1,"Married","Car",10754,6,">40","Good","NH"
"8492",0,"F",127,799,25,3,"Married","Truck",9691,6,">40","Very Good","NJ"
"8493",1,"M",100,677,7,1,"Married","Van",5446,8,"28-34","Good","MD"
"8494",1,"F",104,675,3,1,"Married","Truck",24733,2,"18-27","Good","IL"
"8495",1,"M",93,789,33,0,"Single","Utility",10779,2,">40","Very Good","VT"
"8496",1,"F",316,519,6,3,"Single","Truck",14670,3,"35-40","Very Poor","ND"
"8497",1,"F",624,723,24,0,"Married","Car",21532,7,">40","Good","ND"
"8498",1,"M",401,656,1,1,"Married","Utility",12893,5,"<18","Fair","NJ"
"8499",1,"M",390,414,3,1,"Married","Car",13388,1,"18-27","Very Poor","CT"
"8500",0,"F",112,754,12,1,"Married","Truck",14292,1,"35-40","Very Good","ND"
"8501",1,"M",335,596,3,0,"Single","Utility",12624,2,"18-27","Fair","NV"
"8502",0,"M",179,586,3,3,"Single","Car",17455,7,"18-27","Fair","OR"
"8503",0,"M",139,729,18,1,"Married","Van",7967,5,">40","Good","NY"
"8504",1,"F",191,629,8,0,"Single","Truck",12167,4,"35-40","Fair","OH"
"8505",0,"F",500,707,8,3,"Single","Truck",12105,5,"35-40","Good","PA"
"8506",1,"M",131,753,28,1,"Single","Utility",12108,8,">40","Very Good","NJ"
"8507",1,"F",152,784,13,0,"Married","Car",15821,2,"35-40","Very Good","NH"
"8508",1,"F",126,754,22,0,"Married","Car",8353,4,">40","Very Good","OR"
"8509",1,"F",110,778,19,0,"Married","Car",21566,6,">40","Very Good","MN"
"8510",0,"M",87,675,22,0,"Married","Utility",8356,4,">40","Good","CA"
"8511",1,"M",141,683,30,1,"Married","Van",7402,7,">40","Good","NY"
"8512",1,"M",158,738,19,0,"Single","Utility",8872,2,">40","Good","WY"
"8513",0,"M",114,797,24,1,"Single","Utility",9254,1,">40","Very Good","RI"
"8514",1,"M",133,733,17,1,"Married","Utility",13296,5,">40","Good","WA"
"8515",1,"F",110,706,17,0,"Married","Car",9393,7,"35-40","Good","CT"
"8516",1,"M",131,679,20,0,"Married","Van",14184,7,">40","Good","OR"
"8517",1,"F",142,682,20,3,"Married","Truck",10354,7,">40","Good","IN"
"8518",1,"M",135,739,19,1,"Married","Van",5551,1,">40","Good","NY"
"8519",1,"F",103,799,10,1,"Married","Car",17891,4,"28-34","Very Good","AK"
"8520",1,"M",146,656,6,4,"Married","Truck",40907,2,"35-40","Fair","KS"
"8521",0,"F",109,785,20,1,"Married","Car",10679,5,">40","Very Good","NY"
"8522",1,"M",86,693,18,0,"Married","Utility",14482,1,"35-40","Good","WV"
"8523",1,"M",95,548,8,2,"Married","Truck",14289,6,">40","Very Poor","MS"
"8524",0,"M",104,758,33,1,"Married","Van",7562,6,">40","Very Good","NJ"
"8525",0,"M",130,702,14,0,"Married","Van",6508,2,"35-40","Good","TN"
"8526",0,"F",96,689,17,1,"Married","Car",23886,6,">40","Good","OR"
"8527",1,"M",98,729,38,0,"Married","Truck",14564,7,">40","Good","OR"
"8528",1,"M",108,751,16,1,"Married","Van",13496,5,"35-40","Very Good","OR"
"8529",0,"F",143,683,14,2,"Married","Car",10100,3,">40","Good","NY"
"8530",1,"M",151,773,34,0,"Married","Van",6693,2,">40","Very Good","WI"
"8531",1,"F",391,631,7,2,"Single","Truck",11164,2,"35-40","Fair","NV"
"8532",0,"M",126,744,26,0,"Married","Van",8774,5,">40","Very Good","VT"
"8533",1,"F",131,760,27,0,"Married","Car",12869,1,">40","Very Good","OR"
"8534",0,"F",364,716,16,0,"Married","Car",17122,8,">40","Good","VT"
"8535",1,"F",142,743,16,3,"Married","Truck",20840,1,"28-34","Very Good","CT"
"8536",1,"M",170,849,4,3,"Single","Car",22742,7,"18-27","Exceptional","CT"
"8537",1,"F",114,722,19,1,"Married","Car",6207,1,"35-40","Good","FL"
"8538",1,"M",151,792,1,0,"Single","Utility",13824,2,"18-27","Very Good","CT"
"8539",1,"M",140,338,5,3,"Single","Car",12443,3,"18-27","Very Poor","VT"
"8540",1,"F",85,572,5,0,"Married","Car",81007,4,"18-27","Very Poor","CT"
"8541",1,"F",156,755,5,1,"Married","Truck",9614,1,"18-27","Very Good","NY"
"8542",1,"F",552,672,10,0,"Married","Car",21883,6,"18-27","Good","CT"
"8543",1,"F",91,715,9,0,"Married","Truck",80661,5,"18-27","Good","NJ"
"8544",1,"M",161,658,2,2,"Single","Car",95901,4,"18-27","Fair","NY"
"8545",1,"F",401,680,8,2,"Single","Truck",12494,1,"35-40","Good","MD"
"8546",0,"F",102,677,7,2,"Married","Car",81062,3,"28-34","Good","ME"
"8547",0,"F",394,686,37,0,"Married","Car",11696,5,">40","Good","OR"
"8548",0,"M",125,787,20,4,"Single","Utility",9311,7,"35-40","Very Good","OR"
"8549",1,"M",136,791,18,0,"Married","Truck",14520,3,">40","Very Good","SC"
"8550",1,"F",128,741,7,0,"Married","Truck",12846,3,"28-34","Very Good","VT"
"8551",1,"F",105,681,19,0,"Single","Car",5603,7,">40","Good","NY"
"8552",0,"F",286,684,3,0,"Married","Truck",39721,4,"18-27","Good","AZ"
"8553",1,"M",117,779,13,0,"Married","Van",12364,5,">40","Very Good","CT"
"8554",1,"M",155,782,15,0,"Married","Van",9648,2,">40","Very Good","VT"
"8555",1,"F",108,648,7,2,"Single","Van",52747,7,"35-40","Fair","MA"
"8556",1,"M",223,672,5,1,"Married","Van",56921,4,"18-27","Good","UT"
"8557",0,"M",411,681,3,1,"Married","Car",10209,2,"18-27","Good","CT"
"8558",1,"F",138,772,15,0,"Married","Truck",18459,6,">40","Very Good","CT"
"8559",1,"F",83,782,16,1,"Married","Car",5574,8,"35-40","Very Good","NY"
"8560",1,"F",355,729,38,1,"Married","Car",15202,1,">40","Good","VT"
"8561",1,"F",234,577,1,1,"Married","Truck",48542,7,"<18","Very Poor","MD"
"8562",1,"M",116,702,6,1,"Married","Utility",93898,6,"28-34","Good","LA"
"8563",0,"F",147,710,18,0,"Married","Car",10072,4,">40","Good","CT"
"8564",0,"M",85,722,19,0,"Married","Van",12604,5,"35-40","Good","AR"
"8565",0,"M",123,743,31,0,"Married","Van",12787,3,">40","Very Good","CA"
"8566",1,"F",281,599,8,0,"Single","Truck",13256,3,"35-40","Fair","VA"
"8567",1,"M",395,559,2,2,"Single","Car",10685,3,"18-27","Very Poor","NJ"
"8568",1,"F",100,737,7,3,"Single","Van",14043,8,"35-40","Good","WA"
"8569",1,"M",95,806,1,2,"Single","Car",11368,5,"18-27","Exceptional","OR"
"8570",1,"F",135,712,19,3,"Married","Truck",9508,7,">40","Good","CT"
"8571",1,"F",475,526,5,2,"Single","Truck",14682,6,"35-40","Very Poor","NC"
"8572",0,"M",340,723,2,2,"Married","Car",12318,6,"18-27","Good","WA"
"8573",1,"M",127,749,18,0,"Married","Truck",10386,4,"35-40","Very Good","CT"
"8574",1,"M",134,693,10,0,"Married","Car",74879,3,"18-27","Good","VT"
"8575",1,"F",149,796,16,1,"Married","Car",9718,6,"35-40","Very Good","IA"
"8576",1,"M",163,628,2,2,"Single","Car",24566,8,"18-27","Fair","NJ"
"8577",1,"M",117,739,6,3,"Married","Truck",11367,1,"35-40","Good","MS"
"8578",1,"M",416,380,5,3,"Single","Car",13764,8,"18-27","Very Poor","NY"
"8579",0,"M",140,714,22,1,"Married","Van",6440,7,">40","Good","CT"
"8580",1,"F",469,686,8,3,"Single","Truck",10821,6,"35-40","Good","NM"
"8581",1,"M",111,599,5,2,"Single","Car",22279,3,"18-27","Fair","NY"
"8582",0,"M",136,765,5,0,"Single","Utility",11214,8,"18-27","Very Good","NY"
"8583",1,"F",460,456,6,2,"Single","Truck",12779,3,"35-40","Very Poor","WV"
"8584",0,"F",501,590,2,1,"Married","Car",8615,1,"<18","Fair","NY"
"8585",1,"M",144,755,24,0,"Single","Utility",7012,3,">40","Very Good","PA"
"8586",1,"M",114,775,38,0,"Married","Van",8179,3,">40","Very Good","OR"
"8587",1,"M",230,551,1,1,"Married","Van",43572,3,"<18","Very Poor","NY"
"8588",1,"F",157,755,19,0,"Married","Car",18293,8,">40","Very Good","NJ"
"8589",0,"F",463,633,8,3,"Single","Truck",11719,8,"35-40","Fair","OR"
"8590",1,"F",101,679,35,0,"Married","Car",12418,8,">40","Good","NM"
"8591",1,"F",137,690,20,1,"Single","Car",10610,7,"28-34","Good","CT"
"8592",1,"F",406,429,8,2,"Single","Truck",14159,8,"35-40","Very Poor","OK"
"8593",0,"M",255,697,6,1,"Married","Utility",50571,8,"18-27","Good","NY"
"8594",1,"M",136,729,13,1,"Married","Truck",9146,1,"35-40","Good","MN"
"8595",1,"M",553,631,1,1,"Married","Van",14252,5,"<18","Fair","OK"
"8596",1,"M",88,776,16,1,"Married","Van",9734,1,">40","Very Good","ME"
"8597",1,"F",136,768,12,1,"Married","Car",15730,7,">40","Very Good","PA"
"8598",1,"F",566,738,6,0,"Married","Car",24917,5,"18-27","Good","NY"
"8599",0,"F",84,737,10,1,"Married","Car",25305,5,">40","Good","NJ"
"8600",1,"F",81,688,21,1,"Married","Truck",6340,4,">40","Good","WI"
"8601",1,"M",105,764,31,1,"Married","Utility",14584,8,">40","Very Good","NJ"
"8602",0,"M",81,775,14,1,"Married","Van",13715,2,">40","Very Good","NY"
"8603",1,"F",118,795,15,0,"Married","Car",19677,2,"35-40","Very Good","NJ"
"8604",1,"F",158,711,32,0,"Single","Car",6104,3,">40","Good","WY"
"8605",1,"M",105,784,21,1,"Married","Van",8492,1,">40","Very Good","NY"
"8606",0,"M",150,584,5,3,"Married","Truck",56400,1,"35-40","Fair","CT"
"8607",1,"M",155,699,6,0,"Married","Truck",85642,7,"28-34","Good","OR"
"8608",0,"M",133,699,10,0,"Married","Van",5739,6,">40","Good","KS"
"8609",1,"M",117,788,9,1,"Married","Utility",14166,6,"18-27","Very Good","NY"
"8610",0,"M",143,799,26,0,"Married","Utility",12491,8,">40","Very Good","SD"
"8611",1,"F",100,705,19,0,"Married","Truck",14793,3,"28-34","Good","NJ"
"8612",1,"F",161,427,5,3,"Single","Van",12729,1,"35-40","Very Poor","MT"
"8613",1,"M",197,462,12,3,"Married","Truck",10267,3,">40","Very Poor","CO"
"8614",0,"M",320,348,3,3,"Married","Car",12482,1,"18-27","Very Poor","GA"
"8615",1,"F",84,797,22,1,"Married","Car",7923,8,">40","Very Good","CT"
"8616",1,"F",100,683,6,1,"Married","Car",17491,2,"18-27","Good","NY"
"8617",0,"F",107,770,9,1,"Single","Car",12983,6,"18-27","Very Good","OR"
"8618",1,"F",478,601,8,2,"Single","Truck",20207,6,"35-40","Fair","OR"
"8619",1,"F",92,769,18,0,"Single","Car",6685,5,">40","Very Good","CT"
"8620",1,"M",102,720,17,0,"Married","Utility",12659,1,">40","Good","NY"
"8621",1,"F",108,779,6,1,"Married","Truck",14036,4,"18-27","Very Good","ME"
"8622",1,"F",436,647,5,3,"Single","Truck",13780,8,"35-40","Fair","NM"
"8623",1,"F",132,742,36,0,"Married","Truck",6565,1,">40","Very Good","NY"
"8624",1,"M",134,687,14,1,"Married","Van",6399,6,">40","Good","OR"
"8625",1,"M",153,795,6,1,"Married","Truck",9805,4,"18-27","Very Good","OR"
"8626",1,"F",258,561,8,2,"Single","Truck",10783,1,"35-40","Very Poor","VT"
"8627",0,"F",512,715,32,0,"Married","Car",21537,5,">40","Good","NJ"
"8628",1,"F",108,741,5,0,"Married","Truck",11987,6,"28-34","Very Good","NY"
"8629",1,"F",96,686,25,0,"Single","Car",12286,5,">40","Good","NJ"
"8630",1,"F",139,690,35,1,"Married","Car",8489,3,">40","Good","NY"
"8631",1,"M",260,599,4,0,"Married","Car",10950,5,"18-27","Fair","KY"
"8632",0,"M",111,621,1,2,"Single","Car",70322,7,"18-27","Fair","AK"
"8633",0,"M",154,660,4,3,"Single","Car",34429,5,"18-27","Fair","KS"
"8634",1,"M",110,749,20,1,"Married","Van",8398,4,">40","Very Good","MD"
"8635",1,"M",148,588,5,3,"Married","Truck",85899,6,"35-40","Fair","IA"
"8636",1,"M",113,683,19,0,"Married","Van",9863,6,"35-40","Good","OR"
"8637",1,"M",95,695,24,1,"Married","Truck",11112,5,">40","Good","NY"
"8638",1,"M",144,759,20,1,"Married","Van",14555,6,">40","Very Good","WV"
"8639",1,"M",408,687,3,3,"Married","Car",10677,6,"18-27","Good","VT"
"8640",0,"F",147,770,8,1,"Married","Car",6145,3,"18-27","Very Good","CO"
"8641",0,"F",98,670,12,2,"Married","Car",11470,8,">40","Good","NY"
"8642",0,"F",112,737,13,2,"Married","Car",13315,5,"35-40","Good","NJ"
"8643",1,"F",183,668,6,1,"Single","Van",11600,8,"35-40","Fair","OR"
"8644",1,"M",102,752,35,1,"Married","Van",8596,5,">40","Very Good","WV"
"8645",0,"M",341,739,3,3,"Single","Utility",10053,4,"18-27","Good","WI"
"8646",1,"F",140,719,9,1,"Married","Car",77060,4,"18-27","Good","NJ"
"8647",1,"F",111,673,38,1,"Married","Truck",7506,7,">40","Good","VT"
"8648",1,"M",155,736,30,0,"Married","Van",8787,2,">40","Good","VT"
"8649",1,"M",132,799,4,1,"Single","Utility",7287,8,"18-27","Very Good","SD"
"8650",1,"M",305,827,4,2,"Married","Car",21855,4,"18-27","Exceptional","NJ"
"8651",1,"M",109,727,8,0,"Married","Van",77080,7,"18-27","Good","OR"
"8652",0,"M",182,598,4,1,"Single","Car",12810,4,"18-27","Fair","GA"
"8653",0,"F",388,366,7,2,"Single","Truck",13663,4,"35-40","Very Poor","WV"
"8654",0,"M",94,709,14,1,"Married","Van",6728,7,">40","Good","NM"
"8655",1,"M",246,365,2,3,"Married","Car",13005,5,"18-27","Very Poor","NY"
"8656",1,"M",412,622,1,2,"Married","Car",88063,1,"18-27","Fair","OR"
"8657",0,"M",143,780,18,1,"Married","Utility",11481,1,">40","Very Good","NY"
"8658",1,"F",81,440,6,2,"Married","Car",88607,3,"18-27","Very Poor","OR"
"8659",0,"M",128,646,2,2,"Single","Car",92916,8,"18-27","Fair","MN"
"8660",0,"M",115,789,7,1,"Married","Truck",10999,4,"18-27","Very Good","NM"
"8661",0,"M",81,706,16,1,"Married","Van",11179,6,">40","Good","NY"
"8662",1,"F",192,676,6,3,"Single","Van",13208,2,"35-40","Good","CA"
"8663",0,"M",477,662,2,0,"Single","Utility",10616,4,"<18","Fair","CT"
"8664",1,"M",96,444,1,3,"Single","Car",10880,3,"18-27","Very Poor","NY"
"8665",0,"F",94,673,10,1,"Married","Car",32560,5,"18-27","Good","CT"
"8666",0,"F",612,793,3,0,"Married","Car",14068,3,"<18","Very Good","MT"
